,Credit_Score
13232,Good
13233,Good
13234,Good
13235,Good
13236,Good
13237,Standard
13238,Standard
13239,Good
13240,Poor
13241,Poor
13242,Poor
13243,Poor
13244,Poor
13245,Poor
13246,Poor
13247,Poor
13248,Standard
13249,Standard
13250,Standard
13251,Standard
13252,Standard
13253,Standard
13254,Standard
13255,Standard
13256,Good
13257,Good
13258,Good
13259,Good
13260,Good
13261,Good
13262,Standard
13263,Standard
13264,Standard
13265,Poor
13266,Poor
13267,Poor
13268,Poor
13269,Poor
13270,Poor
13271,Poor
13272,Standard
13273,Standard
13274,Standard
13275,Good
13276,Good
13277,Good
13278,Standard
13279,Standard
13280,Standard
13281,Standard
13282,Standard
13283,Good
13284,Standard
13285,Good
13286,Good
13287,Good
13288,Poor
13289,Poor
13290,Poor
13291,Poor
13292,Poor
13293,Poor
13294,Standard
13295,Poor
13296,Poor
13297,Poor
13298,Poor
13299,Standard
13300,Standard
13301,Poor
13302,Poor
13303,Poor
13304,Poor
13305,Poor
13306,Poor
13307,Standard
13308,Standard
13309,Standard
13310,Poor
13311,Poor
13312,Standard
13313,Standard
13314,Standard
13315,Good
13316,Good
13317,Good
13318,Good
13319,Standard
13320,Standard
13321,Standard
13322,Standard
13323,Standard
13324,Standard
13325,Standard
13326,Standard
13327,Standard
13328,Standard
13329,Standard
13330,Standard
13331,Standard
13332,Standard
13333,Standard
13334,Standard
13335,Standard
13336,Standard
13337,Standard
13338,Standard
13339,Standard
13340,Standard
13341,Standard
13342,Standard
13343,Standard
13344,Standard
13345,Standard
13346,Standard
13347,Standard
13348,Standard
13349,Standard
13350,Standard
13351,Standard
13352,Standard
13353,Standard
13354,Standard
13355,Standard
13356,Standard
13357,Standard
13358,Standard
13359,Standard
13360,Poor
13361,Standard
13362,Poor
13363,Standard
13364,Standard
13365,Standard
13366,Standard
13367,Standard
13368,Standard
13369,Standard
13370,Standard
13371,Standard
13372,Standard
13373,Standard
13374,Standard
13375,Standard
13376,Standard
13377,Standard
13378,Standard
13379,Standard
13380,Standard
13381,Standard
13382,Standard
13383,Standard
13384,Standard
13385,Standard
13386,Standard
13387,Standard
13388,Standard
13389,Standard
13390,Standard
13391,Standard
13392,Poor
13393,Poor
13394,Poor
13395,Poor
13396,Poor
13397,Poor
13398,Poor
13399,Poor
13400,Standard
13401,Poor
13402,Poor
13403,Poor
13404,Standard
13405,Standard
13406,Poor
13407,Poor
13408,Good
13409,Good
13410,Good
13411,Good
13412,Good
13413,Good
13414,Good
13415,Good
13416,Standard
13417,Standard
13418,Standard
13419,Standard
13420,Standard
13421,Standard
13422,Standard
13423,Standard
13424,Good
13425,Standard
13426,Good
13427,Good
13428,Good
13429,Good
13430,Good
13431,Good
13432,Standard
13433,Standard
13434,Standard
13435,Standard
13436,Standard
13437,Standard
13438,Good
13439,Good
13440,Poor
13441,Poor
13442,Poor
13443,Poor
13444,Poor
13445,Poor
13446,Poor
13447,Poor
13448,Standard
13449,Standard
13450,Standard
13451,Standard
13452,Standard
13453,Standard
13454,Standard
13455,Poor
13456,Standard
13457,Standard
13458,Standard
13459,Standard
13460,Standard
13461,Standard
13462,Standard
13463,Standard
13464,Poor
13465,Poor
13466,Poor
13467,Standard
13468,Poor
13469,Poor
13470,Poor
13471,Poor
13472,Poor
13473,Poor
13474,Poor
13475,Poor
13476,Poor
13477,Standard
13478,Poor
13479,Poor
13480,Poor
13481,Standard
13482,Poor
13483,Poor
13484,Poor
13485,Poor
13486,Standard
13487,Standard
13488,Standard
13489,Standard
13490,Standard
13491,Standard
13492,Standard
13493,Standard
13494,Standard
13495,Standard
13496,Good
13497,Good
13498,Good
13499,Standard
13500,Standard
13501,Standard
13502,Standard
13503,Standard
13504,Poor
13505,Standard
13506,Poor
13507,Poor
13508,Poor
13509,Poor
13510,Poor
13511,Poor
13512,Poor
13513,Poor
13514,Poor
13515,Standard
13516,Poor
13517,Poor
13518,Poor
13519,Poor
13520,Standard
13521,Standard
13522,Standard
13523,Standard
13524,Standard
13525,Standard
13526,Good
13527,Good
13528,Good
13529,Good
13530,Good
13531,Good
13532,Good
13533,Good
13534,Good
13535,Good
13536,Poor
13537,Poor
13538,Poor
13539,Poor
13540,Poor
13541,Poor
13542,Standard
13543,Poor
13544,Good
13545,Good
13546,Good
13547,Good
13548,Good
13549,Good
13550,Good
13551,Good
13552,Standard
13553,Standard
13554,Standard
13555,Standard
13556,Standard
13557,Standard
13558,Standard
13559,Standard
13560,Standard
13561,Poor
13562,Standard
13563,Poor
13564,Poor
13565,Poor
13566,Standard
13567,Standard
13568,Standard
13569,Standard
13570,Standard
13571,Standard
13572,Standard
13573,Standard
13574,Poor
13575,Poor
13576,Good
13577,Good
13578,Good
13579,Standard
13580,Standard
13581,Standard
13582,Standard
13583,Standard
13584,Standard
13585,Poor
13586,Poor
13587,Poor
13588,Poor
13589,Poor
13590,Standard
13591,Standard
13592,Poor
13593,Standard
13594,Poor
13595,Poor
13596,Standard
13597,Poor
13598,Standard
13599,Poor
13600,Standard
13601,Standard
13602,Standard
13603,Standard
13604,Standard
13605,Standard
13606,Standard
13607,Standard
13608,Poor
13609,Poor
13610,Poor
13611,Poor
13612,Poor
13613,Poor
13614,Standard
13615,Poor
13616,Standard
13617,Poor
13618,Poor
13619,Poor
13620,Standard
13621,Poor
13622,Standard
13623,Poor
13624,Poor
13625,Standard
13626,Poor
13627,Poor
13628,Poor
13629,Standard
13630,Poor
13631,Poor
13632,Poor
13633,Poor
13634,Poor
13635,Standard
13636,Standard
13637,Standard
13638,Standard
13639,Standard
13640,Good
13641,Standard
13642,Good
13643,Standard
13644,Standard
13645,Standard
13646,Standard
13647,Good
13648,Good
13649,Good
13650,Good
13651,Good
13652,Good
13653,Good
13654,Standard
13655,Standard
13656,Standard
13657,Standard
13658,Standard
13659,Standard
13660,Standard
13661,Standard
13662,Standard
13663,Standard
13664,Standard
13665,Standard
13666,Standard
13667,Standard
13668,Standard
13669,Standard
13670,Standard
13671,Standard
13672,Standard
13673,Good
13674,Good
13675,Standard
13676,Standard
13677,Standard
13678,Standard
13679,Standard
13680,Standard
13681,Standard
13682,Standard
13683,Standard
13684,Standard
13685,Standard
13686,Standard
13687,Standard
13688,Standard
13689,Standard
13690,Standard
13691,Standard
13692,Good
13693,Good
13694,Standard
13695,Standard
13696,Standard
13697,Standard
13698,Standard
13699,Standard
13700,Standard
13701,Standard
13702,Standard
13703,Standard
13704,Standard
13705,Poor
13706,Poor
13707,Poor
13708,Poor
13709,Poor
13710,Standard
13711,Standard
13712,Standard
13713,Standard
13714,Standard
13715,Standard
13716,Standard
13717,Standard
13718,Standard
13719,Standard
13720,Good
13721,Good
13722,Good
13723,Standard
13724,Good
13725,Good
13726,Good
13727,Good
13728,Standard
13729,Standard
13730,Standard
13731,Standard
13732,Standard
13733,Standard
13734,Standard
13735,Standard
13736,Poor
13737,Poor
13738,Poor
13739,Poor
13740,Poor
13741,Poor
13742,Poor
13743,Poor
13744,Good
13745,Good
13746,Good
13747,Good
13748,Good
13749,Standard
13750,Standard
13751,Standard
13752,Good
13753,Good
13754,Good
13755,Good
13756,Good
13757,Standard
13758,Good
13759,Good
13760,Standard
13761,Standard
13762,Standard
13763,Standard
13764,Standard
13765,Standard
13766,Standard
13767,Standard
13768,Standard
13769,Good
13770,Good
13771,Standard
13772,Standard
13773,Good
13774,Good
13775,Good
13776,Standard
13777,Standard
13778,Standard
13779,Poor
13780,Standard
13781,Standard
13782,Poor
13783,Poor
13784,Good
13785,Good
13786,Good
13787,Good
13788,Standard
13789,Good
13790,Good
13791,Good
13792,Standard
13793,Standard
13794,Poor
13795,Poor
13796,Poor
13797,Poor
13798,Standard
13799,Standard
13800,Standard
13801,Standard
13802,Standard
13803,Standard
13804,Standard
13805,Standard
13806,Standard
13807,Standard
13808,Good
13809,Good
13810,Good
13811,Good
13812,Good
13813,Good
13814,Good
13815,Good
13816,Standard
13817,Standard
13818,Standard
13819,Standard
13820,Standard
13821,Standard
13822,Standard
13823,Standard
13824,Standard
13825,Standard
13826,Standard
13827,Good
13828,Good
13829,Good
13830,Standard
13831,Standard
13832,Good
13833,Standard
13834,Good
13835,Standard
13836,Standard
13837,Standard
13838,Standard
13839,Standard
13840,Poor
13841,Poor
13842,Poor
13843,Standard
13844,Standard
13845,Standard
13846,Poor
13847,Poor
13848,Poor
13849,Poor
13850,Standard
13851,Poor
13852,Poor
13853,Poor
13854,Poor
13855,Poor
13856,Standard
13857,Poor
13858,Poor
13859,Standard
13860,Standard
13861,Standard
13862,Standard
13863,Poor
13864,Poor
13865,Poor
13866,Standard
13867,Standard
13868,Poor
13869,Poor
13870,Poor
13871,Poor
13872,Standard
13873,Standard
13874,Standard
13875,Poor
13876,Poor
13877,Poor
13878,Standard
13879,Poor
13880,Standard
13881,Standard
13882,Standard
13883,Standard
13884,Standard
13885,Standard
13886,Standard
13887,Standard
13888,Poor
13889,Poor
13890,Poor
13891,Standard
13892,Poor
13893,Poor
13894,Poor
13895,Poor
13896,Standard
13897,Standard
13898,Standard
13899,Standard
13900,Standard
13901,Standard
13902,Standard
13903,Good
13904,Standard
13905,Standard
13906,Standard
13907,Standard
13908,Standard
13909,Standard
13910,Standard
13911,Standard
13912,Poor
13913,Standard
13914,Poor
13915,Poor
13916,Poor
13917,Poor
13918,Poor
13919,Poor
13920,Good
13921,Good
13922,Good
13923,Good
13924,Good
13925,Good
13926,Good
13927,Good
13928,Poor
13929,Poor
13930,Poor
13931,Poor
13932,Poor
13933,Poor
13934,Standard
13935,Standard
13936,Standard
13937,Standard
13938,Standard
13939,Standard
13940,Standard
13941,Standard
13942,Standard
13943,Standard
13944,Good
13945,Good
13946,Good
13947,Good
13948,Good
13949,Good
13950,Standard
13951,Good
13952,Standard
13953,Standard
13954,Standard
13955,Standard
13956,Standard
13957,Standard
13958,Good
13959,Standard
13960,Poor
13961,Poor
13962,Standard
13963,Poor
13964,Poor
13965,Poor
13966,Poor
13967,Poor
13968,Standard
13969,Standard
13970,Standard
13971,Standard
13972,Standard
13973,Standard
13974,Standard
13975,Standard
13976,Standard
13977,Standard
13978,Standard
13979,Standard
13980,Standard
13981,Standard
13982,Standard
13983,Standard
13984,Standard
13985,Standard
13986,Standard
13987,Standard
13988,Standard
13989,Standard
13990,Good
13991,Good
13992,Poor
13993,Poor
13994,Standard
13995,Poor
13996,Standard
13997,Poor
13998,Poor
13999,Poor
14000,Poor
14001,Poor
14002,Poor
14003,Poor
14004,Poor
14005,Poor
14006,Standard
14007,Standard
14008,Poor
14009,Poor
14010,Poor
14011,Poor
14012,Poor
14013,Poor
14014,Poor
14015,Poor
14016,Standard
14017,Standard
14018,Standard
14019,Standard
14020,Standard
14021,Standard
14022,Standard
14023,Standard
14024,Poor
14025,Poor
14026,Poor
14027,Poor
14028,Poor
14029,Poor
14030,Poor
14031,Poor
14032,Standard
14033,Standard
14034,Standard
14035,Poor
14036,Poor
14037,Poor
14038,Poor
14039,Standard
14040,Poor
14041,Poor
14042,Poor
14043,Standard
14044,Standard
14045,Standard
14046,Standard
14047,Standard
14048,Standard
14049,Standard
14050,Standard
14051,Poor
14052,Poor
14053,Poor
14054,Standard
14055,Standard
14056,Standard
14057,Standard
14058,Standard
14059,Poor
14060,Poor
14061,Poor
14062,Standard
14063,Standard
14064,Standard
14065,Standard
14066,Standard
14067,Standard
14068,Standard
14069,Standard
14070,Standard
14071,Poor
14072,Poor
14073,Poor
14074,Poor
14075,Poor
14076,Poor
14077,Poor
14078,Poor
14079,Poor
14080,Good
14081,Good
14082,Good
14083,Good
14084,Standard
14085,Good
14086,Good
14087,Good
14088,Good
14089,Good
14090,Standard
14091,Good
14092,Good
14093,Standard
14094,Good
14095,Standard
14096,Standard
14097,Standard
14098,Standard
14099,Standard
14100,Good
14101,Standard
14102,Good
14103,Good
14104,Standard
14105,Standard
14106,Standard
14107,Standard
14108,Standard
14109,Standard
14110,Standard
14111,Standard
14112,Standard
14113,Standard
14114,Standard
14115,Standard
14116,Standard
14117,Standard
14118,Standard
14119,Standard
14120,Standard
14121,Standard
14122,Standard
14123,Good
14124,Good
14125,Good
14126,Good
14127,Good
14128,Poor
14129,Poor
14130,Poor
14131,Poor
14132,Poor
14133,Poor
14134,Standard
14135,Poor
14136,Good
14137,Good
14138,Good
14139,Standard
14140,Standard
14141,Standard
14142,Good
14143,Good
14144,Good
14145,Good
14146,Good
14147,Good
14148,Good
14149,Good
14150,Standard
14151,Standard
14152,Standard
14153,Poor
14154,Poor
14155,Poor
14156,Poor
14157,Poor
14158,Poor
14159,Standard
14160,Standard
14161,Poor
14162,Poor
14163,Poor
14164,Poor
14165,Poor
14166,Poor
14167,Poor
14168,Poor
14169,Poor
14170,Poor
14171,Poor
14172,Poor
14173,Poor
14174,Poor
14175,Poor
14176,Poor
14177,Poor
14178,Poor
14179,Poor
14180,Poor
14181,Poor
14182,Poor
14183,Standard
14184,Standard
14185,Standard
14186,Standard
14187,Standard
14188,Standard
14189,Standard
14190,Standard
14191,Standard
14192,Standard
14193,Standard
14194,Standard
14195,Standard
14196,Standard
14197,Standard
14198,Standard
14199,Standard
14200,Standard
14201,Standard
14202,Standard
14203,Standard
14204,Standard
14205,Standard
14206,Poor
14207,Standard
14208,Poor
14209,Poor
14210,Poor
14211,Poor
14212,Poor
14213,Poor
14214,Poor
14215,Standard
14216,Standard
14217,Standard
14218,Standard
14219,Poor
14220,Poor
14221,Poor
14222,Poor
14223,Poor
14224,Standard
14225,Good
14226,Standard
14227,Good
14228,Good
14229,Good
14230,Good
14231,Good
14232,Poor
14233,Poor
14234,Poor
14235,Poor
14236,Standard
14237,Poor
14238,Standard
14239,Poor
14240,Good
14241,Good
14242,Good
14243,Good
14244,Good
14245,Good
14246,Standard
14247,Good
14248,Standard
14249,Standard
14250,Standard
14251,Standard
14252,Standard
14253,Standard
14254,Standard
14255,Standard
14256,Standard
14257,Standard
14258,Standard
14259,Standard
14260,Standard
14261,Standard
14262,Standard
14263,Standard
14264,Good
14265,Good
14266,Good
14267,Good
14268,Good
14269,Good
14270,Standard
14271,Good
14272,Good
14273,Good
14274,Good
14275,Standard
14276,Standard
14277,Good
14278,Good
14279,Good
14280,Good
14281,Good
14282,Good
14283,Good
14284,Standard
14285,Good
14286,Good
14287,Good
14288,Poor
14289,Poor
14290,Standard
14291,Poor
14292,Poor
14293,Poor
14294,Poor
14295,Standard
14296,Poor
14297,Poor
14298,Standard
14299,Standard
14300,Poor
14301,Poor
14302,Poor
14303,Standard
14304,Standard
14305,Standard
14306,Standard
14307,Poor
14308,Poor
14309,Poor
14310,Poor
14311,Poor
14312,Standard
14313,Standard
14314,Standard
14315,Poor
14316,Poor
14317,Poor
14318,Poor
14319,Poor
14320,Standard
14321,Standard
14322,Standard
14323,Standard
14324,Standard
14325,Standard
14326,Standard
14327,Standard
14328,Standard
14329,Standard
14330,Standard
14331,Poor
14332,Standard
14333,Poor
14334,Poor
14335,Poor
14336,Good
14337,Good
14338,Good
14339,Good
14340,Good
14341,Good
14342,Standard
14343,Standard
14344,Standard
14345,Standard
14346,Standard
14347,Standard
14348,Standard
14349,Standard
14350,Standard
14351,Standard
14352,Standard
14353,Standard
14354,Standard
14355,Standard
14356,Standard
14357,Standard
14358,Standard
14359,Standard
14360,Standard
14361,Standard
14362,Standard
14363,Standard
14364,Standard
14365,Standard
14366,Standard
14367,Standard
14368,Poor
14369,Poor
14370,Poor
14371,Poor
14372,Poor
14373,Poor
14374,Poor
14375,Poor
14376,Good
14377,Good
14378,Good
14379,Good
14380,Good
14381,Good
14382,Good
14383,Good
14384,Standard
14385,Standard
14386,Standard
14387,Standard
14388,Standard
14389,Standard
14390,Standard
14391,Standard
14392,Standard
14393,Standard
14394,Standard
14395,Standard
14396,Standard
14397,Standard
14398,Standard
14399,Standard
14400,Standard
14401,Standard
14402,Standard
14403,Standard
14404,Standard
14405,Standard
14406,Poor
14407,Poor
14408,Standard
14409,Poor
14410,Poor
14411,Poor
14412,Standard
14413,Poor
14414,Poor
14415,Standard
14416,Standard
14417,Standard
14418,Standard
14419,Good
14420,Good
14421,Standard
14422,Good
14423,Good
14424,Poor
14425,Standard
14426,Poor
14427,Poor
14428,Poor
14429,Poor
14430,Poor
14431,Poor
14432,Poor
14433,Standard
14434,Poor
14435,Standard
14436,Poor
14437,Standard
14438,Poor
14439,Poor
14440,Standard
14441,Standard
14442,Standard
14443,Standard
14444,Standard
14445,Standard
14446,Standard
14447,Standard
14448,Poor
14449,Poor
14450,Poor
14451,Poor
14452,Poor
14453,Poor
14454,Standard
14455,Poor
14456,Good
14457,Good
14458,Good
14459,Standard
14460,Good
14461,Good
14462,Good
14463,Standard
14464,Standard
14465,Standard
14466,Standard
14467,Standard
14468,Standard
14469,Standard
14470,Standard
14471,Standard
14472,Poor
14473,Poor
14474,Standard
14475,Poor
14476,Poor
14477,Poor
14478,Poor
14479,Standard
14480,Poor
14481,Poor
14482,Poor
14483,Standard
14484,Standard
14485,Standard
14486,Poor
14487,Poor
14488,Poor
14489,Poor
14490,Standard
14491,Poor
14492,Poor
14493,Poor
14494,Standard
14495,Poor
14496,Standard
14497,Standard
14498,Standard
14499,Standard
14500,Standard
14501,Standard
14502,Poor
14503,Poor
14504,Standard
14505,Standard
14506,Standard
14507,Standard
14508,Standard
14509,Standard
14510,Standard
14511,Good
14512,Standard
14513,Standard
14514,Standard
14515,Standard
14516,Standard
14517,Standard
14518,Poor
14519,Poor
14520,Poor
14521,Poor
14522,Poor
14523,Poor
14524,Standard
14525,Standard
14526,Poor
14527,Poor
14528,Good
14529,Good
14530,Good
14531,Standard
14532,Good
14533,Good
14534,Standard
14535,Standard
14536,Standard
14537,Standard
14538,Standard
14539,Standard
14540,Standard
14541,Standard
14542,Standard
14543,Standard
14544,Poor
14545,Standard
14546,Poor
14547,Poor
14548,Poor
14549,Poor
14550,Poor
14551,Poor
14552,Standard
14553,Standard
14554,Standard
14555,Standard
14556,Standard
14557,Standard
14558,Standard
14559,Standard
14560,Standard
14561,Standard
14562,Standard
14563,Standard
14564,Standard
14565,Standard
14566,Standard
14567,Standard
14568,Standard
14569,Poor
14570,Standard
14571,Standard
14572,Poor
14573,Poor
14574,Poor
14575,Standard
14576,Poor
14577,Poor
14578,Standard
14579,Poor
14580,Poor
14581,Poor
14582,Poor
14583,Standard
14584,Standard
14585,Standard
14586,Standard
14587,Standard
14588,Standard
14589,Standard
14590,Standard
14591,Standard
14592,Standard
14593,Standard
14594,Standard
14595,Good
14596,Good
14597,Good
14598,Good
14599,Good
14600,Standard
14601,Good
14602,Standard
14603,Standard
14604,Standard
14605,Good
14606,Good
14607,Good
14608,Standard
14609,Standard
14610,Standard
14611,Standard
14612,Standard
14613,Standard
14614,Standard
14615,Standard
14616,Good
14617,Good
14618,Good
14619,Good
14620,Good
14621,Good
14622,Good
14623,Good
14624,Good
14625,Good
14626,Good
14627,Standard
14628,Standard
14629,Standard
14630,Standard
14631,Standard
14632,Poor
14633,Poor
14634,Poor
14635,Poor
14636,Poor
14637,Poor
14638,Poor
14639,Poor
14640,Poor
14641,Poor
14642,Poor
14643,Poor
14644,Poor
14645,Poor
14646,Poor
14647,Poor
14648,Standard
14649,Standard
14650,Standard
14651,Standard
14652,Standard
14653,Standard
14654,Standard
14655,Standard
14656,Standard
14657,Standard
14658,Standard
14659,Poor
14660,Poor
14661,Poor
14662,Standard
14663,Poor
14664,Standard
14665,Standard
14666,Standard
14667,Standard
14668,Standard
14669,Standard
14670,Standard
14671,Standard
14672,Poor
14673,Standard
14674,Poor
14675,Poor
14676,Poor
14677,Poor
14678,Poor
14679,Poor
14680,Standard
14681,Standard
14682,Standard
14683,Standard
14684,Standard
14685,Standard
14686,Standard
14687,Standard
14688,Good
14689,Good
14690,Good
14691,Good
14692,Standard
14693,Good
14694,Good
14695,Good
14696,Standard
14697,Standard
14698,Standard
14699,Standard
14700,Standard
14701,Standard
14702,Standard
14703,Standard
14704,Good
14705,Good
14706,Good
14707,Good
14708,Good
14709,Good
14710,Good
14711,Good
14712,Standard
14713,Standard
14714,Standard
14715,Standard
14716,Standard
14717,Standard
14718,Standard
14719,Standard
14720,Standard
14721,Standard
14722,Standard
14723,Standard
14724,Standard
14725,Standard
14726,Standard
14727,Standard
14728,Standard
14729,Standard
14730,Standard
14731,Standard
14732,Standard
14733,Standard
14734,Standard
14735,Standard
14736,Poor
14737,Poor
14738,Poor
14739,Poor
14740,Poor
14741,Standard
14742,Standard
14743,Standard
14744,Poor
14745,Poor
14746,Poor
14747,Poor
14748,Poor
14749,Poor
14750,Poor
14751,Poor
14752,Poor
14753,Poor
14754,Poor
14755,Poor
14756,Poor
14757,Poor
14758,Poor
14759,Poor
14760,Poor
14761,Poor
14762,Poor
14763,Standard
14764,Standard
14765,Standard
14766,Standard
14767,Standard
14768,Standard
14769,Standard
14770,Standard
14771,Standard
14772,Standard
14773,Standard
14774,Standard
14775,Standard
14776,Standard
14777,Standard
14778,Standard
14779,Standard
14780,Standard
14781,Standard
14782,Standard
14783,Standard
14784,Standard
14785,Standard
14786,Standard
14787,Standard
14788,Good
14789,Standard
14790,Good
14791,Good
14792,Poor
14793,Poor
14794,Standard
14795,Poor
14796,Poor
14797,Poor
14798,Poor
14799,Poor
14800,Good
14801,Good
14802,Good
14803,Good
14804,Good
14805,Good
14806,Standard
14807,Standard
14808,Standard
14809,Standard
14810,Standard
14811,Standard
14812,Standard
14813,Standard
14814,Standard
14815,Standard
14816,Poor
14817,Standard
14818,Poor
14819,Poor
14820,Poor
14821,Standard
14822,Standard
14823,Standard
14824,Poor
14825,Poor
14826,Poor
14827,Standard
14828,Poor
14829,Poor
14830,Poor
14831,Standard
14832,Standard
14833,Standard
14834,Standard
14835,Standard
14836,Standard
14837,Standard
14838,Standard
14839,Standard
14840,Standard
14841,Standard
14842,Standard
14843,Standard
14844,Poor
14845,Poor
14846,Poor
14847,Poor
14848,Standard
14849,Standard
14850,Standard
14851,Good
14852,Good
14853,Good
14854,Standard
14855,Standard
14856,Standard
14857,Standard
14858,Standard
14859,Standard
14860,Standard
14861,Standard
14862,Standard
14863,Standard
14864,Good
14865,Good
14866,Good
14867,Good
14868,Good
14869,Good
14870,Good
14871,Good
14872,Poor
14873,Poor
14874,Poor
14875,Poor
14876,Poor
14877,Standard
14878,Poor
14879,Poor
14880,Poor
14881,Poor
14882,Poor
14883,Standard
14884,Standard
14885,Standard
14886,Standard
14887,Standard
14888,Good
14889,Good
14890,Good
14891,Standard
14892,Good
14893,Good
14894,Standard
14895,Standard
14896,Standard
14897,Standard
14898,Standard
14899,Standard
14900,Standard
14901,Standard
14902,Standard
14903,Standard
14904,Standard
14905,Standard
14906,Standard
14907,Standard
14908,Standard
14909,Standard
14910,Good
14911,Good
14912,Poor
14913,Standard
14914,Poor
14915,Poor
14916,Standard
14917,Poor
14918,Poor
14919,Poor
14920,Standard
14921,Standard
14922,Standard
14923,Standard
14924,Standard
14925,Standard
14926,Standard
14927,Standard
14928,Standard
14929,Standard
14930,Standard
14931,Standard
14932,Standard
14933,Standard
14934,Standard
14935,Standard
14936,Standard
14937,Standard
14938,Standard
14939,Standard
14940,Standard
14941,Standard
14942,Standard
14943,Standard
14944,Standard
14945,Standard
14946,Standard
14947,Standard
14948,Standard
14949,Standard
14950,Standard
14951,Standard
14952,Standard
14953,Poor
14954,Poor
14955,Standard
14956,Poor
14957,Poor
14958,Standard
14959,Standard
14960,Poor
14961,Poor
14962,Standard
14963,Poor
14964,Poor
14965,Poor
14966,Poor
14967,Poor
14968,Standard
14969,Standard
14970,Poor
14971,Poor
14972,Poor
14973,Poor
14974,Poor
14975,Poor
14976,Poor
14977,Standard
14978,Poor
14979,Poor
14980,Poor
14981,Poor
14982,Poor
14983,Standard
14984,Standard
14985,Standard
14986,Standard
14987,Standard
14988,Standard
14989,Standard
14990,Standard
14991,Standard
14992,Standard
14993,Standard
14994,Standard
14995,Good
14996,Good
14997,Good
14998,Good
14999,Good
15000,Poor
15001,Poor
15002,Poor
15003,Poor
15004,Poor
15005,Poor
15006,Standard
15007,Poor
15008,Standard
15009,Standard
15010,Standard
15011,Poor
15012,Poor
15013,Poor
15014,Poor
15015,Poor
15016,Good
15017,Good
15018,Good
15019,Good
15020,Good
15021,Good
15022,Standard
15023,Good
15024,Poor
15025,Poor
15026,Poor
15027,Poor
15028,Poor
15029,Poor
15030,Poor
15031,Poor
15032,Standard
15033,Standard
15034,Standard
15035,Standard
15036,Standard
15037,Standard
15038,Standard
15039,Standard
15040,Good
15041,Good
15042,Good
15043,Good
15044,Good
15045,Good
15046,Standard
15047,Good
15048,Standard
15049,Standard
15050,Standard
15051,Poor
15052,Poor
15053,Poor
15054,Standard
15055,Standard
15056,Poor
15057,Poor
15058,Standard
15059,Poor
15060,Poor
15061,Poor
15062,Standard
15063,Standard
15064,Poor
15065,Poor
15066,Poor
15067,Poor
15068,Poor
15069,Poor
15070,Poor
15071,Poor
15072,Standard
15073,Standard
15074,Standard
15075,Standard
15076,Standard
15077,Standard
15078,Standard
15079,Standard
15080,Poor
15081,Poor
15082,Poor
15083,Poor
15084,Standard
15085,Poor
15086,Poor
15087,Poor
15088,Standard
15089,Standard
15090,Standard
15091,Good
15092,Good
15093,Good
15094,Good
15095,Good
15096,Good
15097,Good
15098,Good
15099,Good
15100,Good
15101,Good
15102,Good
15103,Good
15104,Poor
15105,Poor
15106,Standard
15107,Poor
15108,Poor
15109,Poor
15110,Poor
15111,Poor
15112,Poor
15113,Standard
15114,Poor
15115,Standard
15116,Standard
15117,Standard
15118,Standard
15119,Standard
15120,Standard
15121,Poor
15122,Poor
15123,Poor
15124,Poor
15125,Poor
15126,Poor
15127,Standard
15128,Good
15129,Good
15130,Good
15131,Good
15132,Standard
15133,Good
15134,Good
15135,Good
15136,Poor
15137,Poor
15138,Standard
15139,Poor
15140,Poor
15141,Poor
15142,Poor
15143,Poor
15144,Poor
15145,Poor
15146,Poor
15147,Poor
15148,Standard
15149,Poor
15150,Poor
15151,Poor
15152,Standard
15153,Standard
15154,Standard
15155,Good
15156,Standard
15157,Standard
15158,Good
15159,Good
15160,Good
15161,Good
15162,Good
15163,Good
15164,Standard
15165,Good
15166,Standard
15167,Standard
15168,Standard
15169,Standard
15170,Standard
15171,Standard
15172,Standard
15173,Standard
15174,Standard
15175,Standard
15176,Standard
15177,Standard
15178,Standard
15179,Standard
15180,Standard
15181,Standard
15182,Standard
15183,Standard
15184,Standard
15185,Standard
15186,Good
15187,Good
15188,Good
15189,Good
15190,Good
15191,Good
15192,Standard
15193,Standard
15194,Standard
15195,Good
15196,Good
15197,Good
15198,Good
15199,Good
15200,Poor
15201,Poor
15202,Poor
15203,Standard
15204,Poor
15205,Poor
15206,Poor
15207,Poor
15208,Poor
15209,Poor
15210,Standard
15211,Standard
15212,Poor
15213,Poor
15214,Standard
15215,Standard
15216,Standard
15217,Standard
15218,Standard
15219,Poor
15220,Poor
15221,Poor
15222,Standard
15223,Standard
15224,Standard
15225,Standard
15226,Standard
15227,Poor
15228,Poor
15229,Poor
15230,Poor
15231,Poor
15232,Good
15233,Good
15234,Good
15235,Good
15236,Good
15237,Good
15238,Standard
15239,Good
15240,Poor
15241,Poor
15242,Poor
15243,Poor
15244,Poor
15245,Poor
15246,Standard
15247,Standard
15248,Good
15249,Good
15250,Good
15251,Good
15252,Good
15253,Good
15254,Good
15255,Good
15256,Standard
15257,Standard
15258,Standard
15259,Standard
15260,Standard
15261,Standard
15262,Standard
15263,Standard
15264,Standard
15265,Standard
15266,Standard
15267,Standard
15268,Standard
15269,Standard
15270,Standard
15271,Standard
15272,Standard
15273,Standard
15274,Standard
15275,Standard
15276,Standard
15277,Standard
15278,Standard
15279,Standard
15280,Standard
15281,Standard
15282,Standard
